,PREDATOR,PREY
456,shrimps/hermit_crabs/stomatopods,polychaetes/priapuloids/ophiuroids
457,shrimps/hermit_crabs/stomatopods,holothuroids/sipunculids/echiuroids/hemichordates
458,shrimps/hermit_crabs/stomatopods,bivalves
459,shrimps/hermit_crabs/stomatopods,zooplankton
460,shrimps/hermit_crabs/stomatopods,decomposers/microfauna
461,shrimps/hermit_crabs/stomatopods,benthic_autotrophs
462,shrimps/hermit_crabs/stomatopods,detritus/POM/DOM
463,amphipods/isopods/tanaids/pycnogonids,"small_jacks,_carnivrous"
464,amphipods/isopods/tanaids/pycnogonids,"large-intermediate_schooling_fish,_pelagic"
465,amphipods/isopods/tanaids/pycnogonids,"intermediate_reef_fish,_carnivorous2"
466,amphipods/isopods/tanaids/pycnogonids,"hemiramphidae,_herbivorous"
467,amphipods/isopods/tanaids/pycnogonids,"intermediate_reef_fish,_herbivorous"
468,amphipods/isopods/tanaids/pycnogonids,"large_reef_fish,_carnivorous"
469,amphipods/isopods/tanaids/pycnogonids,"intermediate_reef_fish,_carnivorous3"
470,amphipods/isopods/tanaids/pycnogonids,"small_reef_fish,_carnivorous1"
471,amphipods/isopods/tanaids/pycnogonids,"small_schooling_fish,_pelagic"
472,amphipods/isopods/tanaids/pycnogonids,"small_reef_fish,_carnivorous2"
473,amphipods/isopods/tanaids/pycnogonids,"small_reef_fish,_omnivorous1"
474,amphipods/isopods/tanaids/pycnogonids,ascidians/barnacles/bryozoans
475,amphipods/isopods/tanaids/pycnogonids,sponges
476,amphipods/isopods/tanaids/pycnogonids,corals/sea_anemones
477,amphipods/isopods/tanaids/pycnogonids,zooplankton
478,amphipods/isopods/tanaids/pycnogonids,decomposers/microfauna
479,amphipods/isopods/tanaids/pycnogonids,benthic_autotrophs
480,amphipods/isopods/tanaids/pycnogonids,detritus/POM/DOM
481,asteroids,crabs
482,asteroids,asteroids
483,asteroids,echinoids
484,asteroids,gastropods
485,asteroids,chitons/scaphopods
486,asteroids,polychaetes/priapuloids/ophiuroids
487,asteroids,holothuroids/sipunculids/echiuroids/hemichordates
488,asteroids,bivalves
489,asteroids,ascidians/barnacles/bryozoans
490,asteroids,sponges
491,asteroids,corals/sea_anemones
492,asteroids,decomposers/microfauna
493,asteroids,benthic_autotrophs
494,asteroids,detritus/POM/DOM
495,echinoids,asteroids
496,echinoids,echinoids
497,echinoids,polychaetes/priapuloids/ophiuroids
498,echinoids,holothuroids/sipunculids/echiuroids/hemichordates
499,echinoids,bivalves
500,echinoids,sponges
501,echinoids,corals/sea_anemones
502,echinoids,benthic_autotrophs
503,gastropods,lobsters
504,gastropods,crabs
505,gastropods,shrimps/hermit_crabs/stomatopods
506,gastropods,amphipods/isopods/tanaids/pycnogonids
507,gastropods,gastropods
508,gastropods,chitons/scaphopods
509,gastropods,polychaetes/priapuloids/ophiuroids
510,gastropods,holothuroids/sipunculids/echiuroids/hemichordates
511,gastropods,bivalves
512,gastropods,ascidians/barnacles/bryozoans
513,gastropods,sponges
514,gastropods,corals/sea_anemones
515,gastropods,decomposers/microfauna
516,gastropods,benthic_autotrophs
517,gastropods,detritus/POM/DOM
518,chitons/scaphopods,ascidians/barnacles/bryozoans
519,chitons/scaphopods,sponges
520,chitons/scaphopods,corals/sea_anemones
521,chitons/scaphopods,decomposers/microfauna
522,chitons/scaphopods,benthic_autotrophs
523,polychaetes/priapuloids/ophiuroids,amphipods/isopods/tanaids/pycnogonids
524,polychaetes/priapuloids/ophiuroids,gastropods
525,polychaetes/priapuloids/ophiuroids,polychaetes/priapuloids/ophiuroids
526,polychaetes/priapuloids/ophiuroids,bivalves
527,polychaetes/priapuloids/ophiuroids,ascidians/barnacles/bryozoans
528,polychaetes/priapuloids/ophiuroids,sponges
529,polychaetes/priapuloids/ophiuroids,corals/sea_anemones
530,polychaetes/priapuloids/ophiuroids,zooplankton
531,polychaetes/priapuloids/ophiuroids,decomposers/microfauna
532,polychaetes/priapuloids/ophiuroids,phytoplankton
533,polychaetes/priapuloids/ophiuroids,benthic_autotrophs
534,polychaetes/priapuloids/ophiuroids,detritus/POM/DOM
535,holothuroids/sipunculids/echiuroids/hemichordates,decomposers/microfauna
536,holothuroids/sipunculids/echiuroids/hemichordates,phytoplankton
537,holothuroids/sipunculids/echiuroids/hemichordates,benthic_autotrophs
538,holothuroids/sipunculids/echiuroids/hemichordates,detritus/POM/DOM
539,bivalves,decomposers/microfauna
540,bivalves,phytoplankton
541,bivalves,detritus/POM/DOM
542,ascidians/barnacles/bryozoans,zooplankton
543,ascidians/barnacles/bryozoans,decomposers/microfauna
544,ascidians/barnacles/bryozoans,phytoplankton
545,ascidians/barnacles/bryozoans,detritus/POM/DOM
546,sponges,decomposers/microfauna
547,sponges,detritus/POM/DOM
548,corals/sea_anemones,zooplankton
549,corals/sea_anemones,decomposers/microfauna
550,corals/sea_anemones,benthic_autotrophs
551,corals/sea_anemones,detritus/POM/DOM
552,zooplankton,decomposers/microfauna
553,zooplankton,phytoplankton
554,zooplankton,detritus/POM/DOM
555,decomposers/microfauna,benthic_autotrophs
556,decomposers/microfauna,detritus/POM/DOM
