,PREY,PREDATOR
431,THEMISTO_LIBELLULA,ERIGNATHUS_BARBATUS
432,DETRITUS,ERYTHROPS_SP
433,DIATOM,ERYTHROPS_SP
434,THEMISTO_ABYSSORUM,ERYTHROPS_SP
435,THEMISTO_LIBELLULA,ERYTHROPS_SP
436,THYSANOESSA_INERMIS,ERYTHROPS_SP
437,MICROMESISTIUS_POUTASSOU,ETMOPTERUS_SPINAX
438,NEMATOSCELIS_MEGALOPS,ETMOPTERUS_SPINAX
439,DETRITUS,EUCLYMENINAE_INDET
440,GAMMARUS_WILKITZKII,EUMICROTREMUS_SPINOSUS
441,MEGANYCTIPHANES_NORVEGICA,EUMICROTREMUS_SPINOSUS
442,PANDALUS_BOREALIS,EUMICROTREMUS_SPINOSUS
443,THEMISTO_ABYSSORUM,EUMICROTREMUS_SPINOSUS
444,THEMISTO_LIBELLULA,EUMICROTREMUS_SPINOSUS
445,THYSANOESSA_INERMIS,EUMICROTREMUS_SPINOSUS
446,CALANUS_FINMARCHICUS,EUPHYSA_FLAMMEA
447,CALANUS_GLACIALIS,EUPHYSA_FLAMMEA
448,CALANUS_HYPERBOREUS,EUPHYSA_FLAMMEA
449,METRIDIA_LONGA,EUPHYSA_FLAMMEA
450,MICROCALANUS_SPP,EUPHYSA_FLAMMEA
451,OITHONA_SIMILIS,EUPHYSA_FLAMMEA
452,PSEUDOCALANUS_SPP,EUPHYSA_FLAMMEA
453,AMMODYTES_SPP,FRATERCULA_ARCTICA
454,CLUPEA_HARENGUS,FRATERCULA_ARCTICA
455,MELANOGRAMMUS_AEGLEFINUS,FRATERCULA_ARCTICA
456,POLLACHIUS_VIRENS,FRATERCULA_ARCTICA
457,SAGITTA_ELEGANS,FRITILLARIA_BOREALIS
458,APHERUSA_GLACIALIS,FULMARUS_GLACIALIS
459,BOREOGADUS_SAIDA,FULMARUS_GLACIALIS
460,CLUPEA_HARENGUS,FULMARUS_GLACIALIS
461,GADUS_MORHUA,FULMARUS_GLACIALIS
462,GONATUS_FABRICII,FULMARUS_GLACIALIS
463,MALLOTUS_VILLOSUS,FULMARUS_GLACIALIS
464,MELANOGRAMMUS_AEGLEFINUS,FULMARUS_GLACIALIS
465,ONISIMUS_GLACIALIS,FULMARUS_GLACIALIS
466,ONISIMUS_NANSENI,FULMARUS_GLACIALIS
467,ROSSIA_SP,FULMARUS_GLACIALIS
468,SEBASTES_MARINUS,FULMARUS_GLACIALIS
469,SEBASTES_MENTELLA,FULMARUS_GLACIALIS
470,CALANUS_FINMARCHICUS,GADICULUS_ARGENTEUS
471,CALANUS_HYPERBOREUS,GADICULUS_ARGENTEUS
472,EUKROHNIA_HAMATA,GADICULUS_ARGENTEUS
473,HIPPOGLOSSOIDES_PLATESSOIDES,GADICULUS_ARGENTEUS
474,MEGANYCTIPHANES_NORVEGICA,GADICULUS_ARGENTEUS
475,METRIDIA_LONGA,GADICULUS_ARGENTEUS
476,METRIDIA_LUCENS,GADICULUS_ARGENTEUS
477,PAREUCHAETA_NORVEGICA,GADICULUS_ARGENTEUS
478,SAGITTA_ELEGANS,GADICULUS_ARGENTEUS
479,THYSANOESSA_INERMIS,GADICULUS_ARGENTEUS
480,ACTINIARIA_G_SP,GADUS_MORHUA
481,AMMODYTES_SPP,GADUS_MORHUA
482,ANARHICHAS_DENTICULATUS,GADUS_MORHUA
483,ANARHICHAS_LUPUS,GADUS_MORHUA
484,ANARHICHAS_MINOR,GADUS_MORHUA
485,ARTEDIELLUS_ATLANTICUS,GADUS_MORHUA
486,ASTARTE_CRENATA,GADUS_MORHUA
487,ASTARTE_SP,GADUS_MORHUA
488,BALANUS_SP,GADUS_MORHUA
489,BENTHOSEMA_GLACIALE,GADUS_MORHUA
490,BOREOGADUS_SAIDA,GADUS_MORHUA
491,BROSME_BROSME,GADUS_MORHUA
492,BUCCINIDAE_SP,GADUS_MORHUA
493,CALANUS_FINMARCHICUS,GADUS_MORHUA
494,CALANUS_GLACIALIS,GADUS_MORHUA
495,CALANUS_HYPERBOREUS,GADUS_MORHUA
496,CLUPEA_HARENGUS,GADUS_MORHUA
497,ERYTHROPS_SP,GADUS_MORHUA
498,FISH_EGG_AND_LARVAE,GADUS_MORHUA
499,GADUS_MORHUA,GADUS_MORHUA
500,GAMMARIDAE_INDET,GADUS_MORHUA
501,GASTEROSTEUS_ACULEATUS,GADUS_MORHUA
502,GONATUS_FABRICII,GADUS_MORHUA
503,GYMNOCANTHUS_TRICUSPIS,GADUS_MORHUA
504,HIPPOGLOSSOIDES_PLATESSOIDES,GADUS_MORHUA
505,HIPPOGLOSSUS_HIPPOGLOSSUS,GADUS_MORHUA
506,HYAS_SP,GADUS_MORHUA
507,ICELUS_SPP,GADUS_MORHUA
508,LUMBRINERIS_SP,GADUS_MORHUA
509,LUMPENUS_LAMPRETAEFORMIS,GADUS_MORHUA
510,LYCODES_ESMARKII,GADUS_MORHUA
511,MALDANE_SARSI,GADUS_MORHUA
512,MALLOTUS_VILLOSUS,GADUS_MORHUA
513,MAUROLICUS_MUELLERI,GADUS_MORHUA
514,MEGANYCTIPHANES_NORVEGICA,GADUS_MORHUA
515,MELANOGRAMMUS_AEGLEFINUS,GADUS_MORHUA
516,MERLANGIUS_MERLANGUS,GADUS_MORHUA
517,METRIDIA_LONGA,GADUS_MORHUA
518,MICROMESISTIUS_POUTASSOU,GADUS_MORHUA
519,MYOXOCEPHALUS_SCORPIUS,GADUS_MORHUA
520,OPHIOPHOLIS_ACULEATA,GADUS_MORHUA
521,OPHIURA_SP,GADUS_MORHUA
522,PAGURUS_SP,GADUS_MORHUA
523,PANDALUS_BOREALIS,GADUS_MORHUA
524,POLLACHIUS_VIRENS,GADUS_MORHUA
525,POLYCHAETA,GADUS_MORHUA
526,PORIFERA_G_SP,GADUS_MORHUA
527,PYCNOGONIDA_G_SP,GADUS_MORHUA
528,REINHARDTIUS_HIPPOGLOSSOIDES,GADUS_MORHUA
529,RHACHOTROPIS_MACROPUS,GADUS_MORHUA
530,ROSSIA_SP,GADUS_MORHUA
531,SAGITTA_ELEGANS,GADUS_MORHUA
532,SEBASTES_MARINUS,GADUS_MORHUA
533,SEBASTES_MENTELLA,GADUS_MORHUA
534,SEBASTES_VIVIPARUS,GADUS_MORHUA
535,TEREBELLIDES_STROEMI,GADUS_MORHUA
536,THEMISTO_ABYSSORUM,GADUS_MORHUA
537,THEMISTO_LIBELLULA,GADUS_MORHUA
538,THYSANOESSA_INERMIS,GADUS_MORHUA
539,THYSANOESSA_LONGICAUDATA,GADUS_MORHUA
540,THYSANOESSA_RASCHII,GADUS_MORHUA
541,TRIGLOPS_PINGELII,GADUS_MORHUA
542,TRISOPTERUS_ESMARKII,GADUS_MORHUA
543,MEGANYCTIPHANES_NORVEGICA,GAIDROPSARUS_ARGENTATUS
544,NYCTIPHANES_COUCHII,GAIDROPSARUS_ARGENTATUS
545,POLYCHAETA,GAIDROPSARUS_ARGENTATUS
546,THEMISTO_ABYSSORUM,GAIDROPSARUS_ARGENTATUS
547,THEMISTO_LIBELLULA,GAIDROPSARUS_ARGENTATUS
548,THYSANOESSA_INERMIS,GAIDROPSARUS_ARGENTATUS
549,THYSANOESSA_LONGICAUDATA,GAIDROPSARUS_ARGENTATUS
550,THYSANOESSA_RASCHII,GAIDROPSARUS_ARGENTATUS
551,DETRITUS,GALATHOWENIA_SP
552,CALANUS_FINMARCHICUS,GAMMARUS_WILKITZKII
553,CALANUS_GLACIALIS,GAMMARUS_WILKITZKII
554,CALANUS_HYPERBOREUS,GAMMARUS_WILKITZKII
555,DETRITUS,GAMMARUS_WILKITZKII
556,GAMMARUS_WILKITZKII,GAMMARUS_WILKITZKII
557,METRIDIA_LONGA,GAMMARUS_WILKITZKII
558,MICROCALANUS_SPP,GAMMARUS_WILKITZKII
559,OITHONA_SIMILIS,GAMMARUS_WILKITZKII
560,CALANUS_FINMARCHICUS,GASTEROSTEUS_ACULEATUS
561,CALANUS_GLACIALIS,GASTEROSTEUS_ACULEATUS
562,CALANUS_HYPERBOREUS,GASTEROSTEUS_ACULEATUS
563,FISH_EGG_AND_LARVAE,GASTEROSTEUS_ACULEATUS
564,DETRITUS,GEODIA_SP
565,GAMMARIDAE_INDET,GLYPTOCEPHALUS_CYNOGLOSSUS
566,OPHIURA_SP,GLYPTOCEPHALUS_CYNOGLOSSUS
567,POLYCHAETA,GLYPTOCEPHALUS_CYNOGLOSSUS
568,SCLEROCRANGON_FEROX,GLYPTOCEPHALUS_CYNOGLOSSUS
569,CALANUS_FINMARCHICUS,GONATUS_FABRICII
570,CALANUS_GLACIALIS,GONATUS_FABRICII
571,CALANUS_HYPERBOREUS,GONATUS_FABRICII
572,GONATUS_FABRICII,GONATUS_FABRICII
573,METRIDIA_LONGA,GONATUS_FABRICII
574,OITHONA_SIMILIS,GONATUS_FABRICII
575,POLLACHIUS_VIRENS,GONATUS_FABRICII
576,THEMISTO_ABYSSORUM,GONATUS_FABRICII
577,THEMISTO_LIBELLULA,GONATUS_FABRICII
578,THYSANOESSA_INERMIS,GONATUS_FABRICII
579,THYSANOESSA_LONGICAUDATA,GONATUS_FABRICII
580,THYSANOESSA_RASCHII,GONATUS_FABRICII
581,FISH_EGG_AND_LARVAE,GORGONOCEPHALUS_SP
582,MEGANYCTIPHANES_NORVEGICA,GORGONOCEPHALUS_SP
583,BALANUS_SP,GYMNELUS_SPP
584,GAMMARIDAE_INDET,GYMNELUS_SPP
585,CALANUS_HYPERBOREUS,GYMNOCANTHUS_TRICUSPIS
586,METRIDIA_LONGA,GYMNOCANTHUS_TRICUSPIS
587,OIKOPLEURA_VANHOEFFENI,GYMNOCANTHUS_TRICUSPIS
588,SCALIBREGMA_INFLATUM,GYMNOCANTHUS_TRICUSPIS
589,SPIOCHAETOPTERUS_TYPICUS,GYMNOCANTHUS_TRICUSPIS
590,TEREBELLIDES_STROEMI,GYMNOCANTHUS_TRICUSPIS
591,THYSANOESSA_RASCHII,GYMNOCANTHUS_TRICUSPIS
592,DETRITUS,HELIOMETRA_GLACIALIS
593,DIATOM,HELIOMETRA_GLACIALIS
594,DETRITUS,HETEROMASTUS_FILIFORMIS
595,LUMBRINERIS_SP,HIPPOGLOSSOIDES_PLATESSOIDES
596,OPHIURA_SP,HIPPOGLOSSOIDES_PLATESSOIDES
597,PANDALUS_BOREALIS,HIPPOGLOSSOIDES_PLATESSOIDES
598,AMMODYTES_SPP,HIPPOGLOSSUS_HIPPOGLOSSUS
599,ASTARTE_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
600,GADUS_MORHUA,HIPPOGLOSSUS_HIPPOGLOSSUS
601,GAMMARIDAE_INDET,HIPPOGLOSSUS_HIPPOGLOSSUS
602,HIPPOGLOSSOIDES_PLATESSOIDES,HIPPOGLOSSUS_HIPPOGLOSSUS
603,LUMBRINERIS_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
604,MELANOGRAMMUS_AEGLEFINUS,HIPPOGLOSSUS_HIPPOGLOSSUS
605,MERLANGIUS_MERLANGUS,HIPPOGLOSSUS_HIPPOGLOSSUS
606,MICROMESISTIUS_POUTASSOU,HIPPOGLOSSUS_HIPPOGLOSSUS
607,NEPHTHEIDAE_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
608,OPHIOPHOLIS_ACULEATA,HIPPOGLOSSUS_HIPPOGLOSSUS
609,OPHIURA_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
610,PAGURUS_SP,HIPPOGLOSSUS_HIPPOGLOSSUS
611,PANDALUS_BOREALIS,HIPPOGLOSSUS_HIPPOGLOSSUS
612,POLYCHAETA,HIPPOGLOSSUS_HIPPOGLOSSUS
613,TEREBELLIDES_STROEMI,HIPPOGLOSSUS_HIPPOGLOSSUS
614,TRIGLOPS_MURRAYI,HIPPOGLOSSUS_HIPPOGLOSSUS
615,YOLDIELLA_SOLIDULA,HIPPOGLOSSUS_HIPPOGLOSSUS
616,ASTERIAS_RUBENS,HYAS_SP
617,MYTILUS_EDULIS,HYAS_SP
618,ASCIDIACEA_G_SP,ICELUS_SPP
619,CALANUS_GLACIALIS,ICELUS_SPP
620,CALANUS_HYPERBOREUS,ICELUS_SPP
621,POLYCHAETA,ICELUS_SPP
622,PSEUDOCALANUS_SPP,ICELUS_SPP
623,RHACHOTROPIS_MACROPUS,ICELUS_SPP
624,SAGITTA_ELEGANS,ICELUS_SPP
625,THYSANOESSA_INERMIS,ICELUS_SPP
626,BOREOGADUS_SAIDA,LAGENORHYNCHUS_ALBIROSTRIS
627,CLUPEA_HARENGUS,LAGENORHYNCHUS_ALBIROSTRIS
628,GADUS_MORHUA,LAGENORHYNCHUS_ALBIROSTRIS
629,GONATUS_FABRICII,LAGENORHYNCHUS_ALBIROSTRIS
630,MALLOTUS_VILLOSUS,LAGENORHYNCHUS_ALBIROSTRIS
631,MELANOGRAMMUS_AEGLEFINUS,LAGENORHYNCHUS_ALBIROSTRIS
632,MERLANGIUS_MERLANGUS,LAGENORHYNCHUS_ALBIROSTRIS
633,SCOMBER_SCOMBRUS,LAGENORHYNCHUS_ALBIROSTRIS
634,TRISOPTERUS_ESMARKII,LAGENORHYNCHUS_ALBIROSTRIS
635,ALLE_ALLE,LARUS_ARGENTATUS
636,ASTERIAS_RUBENS,LARUS_ARGENTATUS
637,BALANUS_SP,LARUS_ARGENTATUS
638,CLUPEA_HARENGUS,LARUS_ARGENTATUS
639,CROSSASTER_PAPPOSUS,LARUS_ARGENTATUS
640,GADUS_MORHUA,LARUS_ARGENTATUS
641,MALLOTUS_VILLOSUS,LARUS_ARGENTATUS
642,ALLE_ALLE,LARUS_HYPERBOREUS
643,AMMODYTES_SPP,LARUS_HYPERBOREUS
644,BOREOGADUS_SAIDA,LARUS_HYPERBOREUS
645,CLUPEA_HARENGUS,LARUS_HYPERBOREUS
646,GADUS_MORHUA,LARUS_HYPERBOREUS
647,MALLOTUS_VILLOSUS,LARUS_HYPERBOREUS
648,SEBASTES_MARINUS,LARUS_HYPERBOREUS
649,SEBASTES_MENTELLA,LARUS_HYPERBOREUS
650,ASTERIAS_RUBENS,LARUS_MARINUS
651,BALANUS_SP,LARUS_MARINUS
652,CLUPEA_HARENGUS,LARUS_MARINUS
653,GADUS_MORHUA,LARUS_MARINUS
654,MALLOTUS_VILLOSUS,LARUS_MARINUS
655,MYTILUS_EDULIS,LARUS_MARINUS
656,CALANUS_FINMARCHICUS,LEPTAGONUS_DECAGONUS
657,CALANUS_GLACIALIS,LEPTAGONUS_DECAGONUS
658,CALANUS_HYPERBOREUS,LEPTAGONUS_DECAGONUS
659,GAMMARIDAE_INDET,LEPTAGONUS_DECAGONUS
660,METRIDIA_LONGA,LEPTAGONUS_DECAGONUS
661,PAREUCHAETA_SPP,LEPTAGONUS_DECAGONUS
662,POLYCHAETA,LEPTAGONUS_DECAGONUS
663,POLYNOIDAE_INDET,LEPTAGONUS_DECAGONUS
664,THEMISTO_LIBELLULA,LEPTAGONUS_DECAGONUS
665,THYSANOESSA_INERMIS,LEPTAGONUS_DECAGONUS
666,THYSANOESSA_LONGICAUDATA,LEPTAGONUS_DECAGONUS
667,GAMMARIDAE_INDET,LEPTOCLINUS_MACULATUS
668,POLYCHAETA,LEPTOCLINUS_MACULATUS
669,APHERUSA_GLACIALIS,LIMACINA_HELICINA
670,CALANUS_FINMARCHICUS,LIMACINA_HELICINA
671,CALANUS_GLACIALIS,LIMACINA_HELICINA
672,CALANUS_HYPERBOREUS,LIMACINA_HELICINA
673,GAMMARUS_WILKITZKII,LIMACINA_HELICINA
674,METRIDIA_LONGA,LIMACINA_HELICINA
675,OITHONA_SIMILIS,LIMACINA_HELICINA
676,ONISIMUS_GLACIALIS,LIMACINA_HELICINA
677,ONISIMUS_NANSENI,LIMACINA_HELICINA
678,PSEUDOCALANUS_SPP,LIMACINA_HELICINA
679,APHERUSA_GLACIALIS,LIMACINA_RETROVERSA
680,CALANUS_FINMARCHICUS,LIMACINA_RETROVERSA
681,CALANUS_GLACIALIS,LIMACINA_RETROVERSA
682,CALANUS_HYPERBOREUS,LIMACINA_RETROVERSA
683,GAMMARUS_WILKITZKII,LIMACINA_RETROVERSA
684,METRIDIA_LONGA,LIMACINA_RETROVERSA
685,OITHONA_SIMILIS,LIMACINA_RETROVERSA
686,ONISIMUS_GLACIALIS,LIMACINA_RETROVERSA
687,ONISIMUS_NANSENI,LIMACINA_RETROVERSA
688,PSEUDOCALANUS_SPP,LIMACINA_RETROVERSA
689,AMMODYTES_SPP,LIMANDA_LIMANDA
690,ASTERIAS_RUBENS,LIMANDA_LIMANDA
691,BALANUS_SP,LIMANDA_LIMANDA
692,CROSSASTER_PAPPOSUS,LIMANDA_LIMANDA
693,OPHIOPHOLIS_ACULEATA,LIMANDA_LIMANDA
694,OPHIURA_SP,LIMANDA_LIMANDA
695,PAGURUS_SP,LIMANDA_LIMANDA
696,PANDALUS_BOREALIS,LIMANDA_LIMANDA
697,POLYCHAETA,LIMANDA_LIMANDA
698,CALANUS_HYPERBOREUS,LIPARIS_FABRICII
699,METRIDIA_LONGA,LIPARIS_FABRICII
700,ONCAEA_BOREALIS,LIPARIS_FABRICII
701,PSEUDOCALANUS_SPP,LIPARIS_FABRICII
702,MALLOTUS_VILLOSUS,LIPARIS_GIBBUS
703,POLYCHAETA,LIPARIS_GIBBUS
704,THEMISTO_ABYSSORUM,LIPARIS_GIBBUS
705,THEMISTO_LIBELLULA,LIPARIS_GIBBUS
706,DETRITUS,LUMBRICLYMENE_MINOR
707,DIATOM,LUMBRICLYMENE_MINOR
708,CIRRATULIDAE_INDET,LUMBRINERIS_SP
709,DETRITUS,LUMBRINERIS_SP
710,HETEROMASTUS_FILIFORMIS,LUMBRINERIS_SP
711,LUMBRINERIS_SP,LUMBRINERIS_SP
712,OSTRACODA_INDET,LUMBRINERIS_SP
713,SPIOPHANES_KROEYERI,LUMBRINERIS_SP
714,CALANUS_FINMARCHICUS,LUMPENUS_LAMPRETAEFORMIS
715,CALANUS_GLACIALIS,LUMPENUS_LAMPRETAEFORMIS
716,CALANUS_HYPERBOREUS,LUMPENUS_LAMPRETAEFORMIS
717,DETRITUS,LUMPENUS_LAMPRETAEFORMIS
718,FORAMINIFERA,LUMPENUS_LAMPRETAEFORMIS
719,GAMMARIDAE_INDET,LUMPENUS_LAMPRETAEFORMIS
720,OSTRACODA_INDET,LUMPENUS_LAMPRETAEFORMIS
721,THYSANOESSA_LONGICAUDATA,LUMPENUS_LAMPRETAEFORMIS
722,THYSANOESSA_RASCHII,LUMPENUS_LAMPRETAEFORMIS
723,GAMMARIDAE_INDET,LYCENCHELYS_KOLTHOFFI
724,POLYCHAETA,LYCENCHELYS_KOLTHOFFI
725,YOLDIELLA_SOLIDULA,LYCENCHELYS_KOLTHOFFI
726,GAMMARIDAE_INDET,LYCODES_ESMARKII
727,MEGANYCTIPHANES_NORVEGICA,LYCODES_ESMARKII
728,OPHIOPHOLIS_ACULEATA,LYCODES_ESMARKII
729,OPHIURA_SP,LYCODES_ESMARKII
730,DETRITUS,LYCODES_EUDIPLEUROSTICTUS
731,GAMMARIDAE_INDET,LYCODES_EUDIPLEUROSTICTUS
732,OPHIOCTEN_SERICEUM,LYCODES_EUDIPLEUROSTICTUS
733,POLYCHAETA,LYCODES_EUDIPLEUROSTICTUS
734,THEMISTO_LIBELLULA,LYCODES_EUDIPLEUROSTICTUS
735,THYSANOESSA_INERMIS,LYCODES_EUDIPLEUROSTICTUS
736,MYOXOCEPHALUS_SCORPIUS,LYCODES_FRIGIDUS
737,OPHIURA_SP,LYCODES_GRACILIS
738,OSTRACODA_INDET,LYCODES_GRACILIS
739,POLYCHAETA,LYCODES_GRACILIS
740,DETRITUS,LYCODES_PALLIDUS
741,GAMMARIDAE_INDET,LYCODES_PALLIDUS
742,POLYCHAETA,LYCODES_PALLIDUS
743,SPIOCHAETOPTERUS_TYPICUS,LYCODES_PALLIDUS
744,MEGANYCTIPHANES_NORVEGICA,LYCODES_RETICULATUS
745,THEMISTO_ABYSSORUM,LYCODES_RETICULATUS
746,THEMISTO_LIBELLULA,LYCODES_RETICULATUS
747,THYSANOESSA_INERMIS,LYCODES_RETICULATUS
748,THYSANOESSA_LONGICAUDATA,LYCODES_RETICULATUS
749,THYSANOESSA_RASCHII,LYCODES_RETICULATUS
750,MEGANYCTIPHANES_NORVEGICA,LYCODES_ROSSI
751,PANDALUS_BOREALIS,LYCODES_ROSSI
752,THYSANOESSA_INERMIS,LYCODES_ROSSI
753,THYSANOESSA_LONGICAUDATA,LYCODES_ROSSI
754,PANDALUS_BOREALIS,LYCODES_SEMINUDUS
755,THEMISTO_ABYSSORUM,LYCODES_SEMINUDUS
756,THEMISTO_LIBELLULA,LYCODES_SEMINUDUS
757,THYSANOESSA_INERMIS,LYCODES_SEMINUDUS
758,THYSANOESSA_RASCHII,LYCODES_SEMINUDUS
759,APHERUSA_GLACIALIS,MACROURUS_BERGLAX
760,BROSME_BROSME,MACROURUS_BERGLAX
761,CALANUS_FINMARCHICUS,MACROURUS_BERGLAX
762,CHIMAERA_MONSTROSA,MACROURUS_BERGLAX
763,CIONA_INTESTINALIS,MACROURUS_BERGLAX
764,CROSSASTER_PAPPOSUS,MACROURUS_BERGLAX
765,FISH_EGG_AND_LARVAE,MACROURUS_BERGLAX
766,MACROURUS_BERGLAX,MACROURUS_BERGLAX
767,MEGANYCTIPHANES_NORVEGICA,MACROURUS_BERGLAX
768,OPHIACANTHA_BIDENTATA,MACROURUS_BERGLAX
769,OPHIOCTEN_SERICEUM,MACROURUS_BERGLAX
770,OPHIOPHOLIS_ACULEATA,MACROURUS_BERGLAX
771,OPHIOPLEURA_BOREALIS,MACROURUS_BERGLAX
772,OPHIOSCOLEX_GLACIALIS,MACROURUS_BERGLAX
773,OPHIURA_SP,MACROURUS_BERGLAX
774,OSTRACODA_INDET,MACROURUS_BERGLAX
775,PANDALUS_BOREALIS,MACROURUS_BERGLAX
776,POLYCHAETA,MACROURUS_BERGLAX
777,REINHARDTIUS_HIPPOGLOSSOIDES,MACROURUS_BERGLAX
778,STRONGYLOCENTROTUS_SP,MACROURUS_BERGLAX
779,THYSANOESSA_INERMIS,MACROURUS_BERGLAX
780,THYSANOESSA_RASCHII,MACROURUS_BERGLAX
781,DETRITUS,MALDANE_SARSI
782,CALANUS_FINMARCHICUS,MALLOTUS_VILLOSUS
783,CALANUS_GLACIALIS,MALLOTUS_VILLOSUS
784,CALANUS_HYPERBOREUS,MALLOTUS_VILLOSUS
785,METRIDIA_LONGA,MALLOTUS_VILLOSUS
786,OIKOPLEURA_SPP,MALLOTUS_VILLOSUS
787,OITHONA_SIMILIS,MALLOTUS_VILLOSUS
788,ONCAEA_BOREALIS,MALLOTUS_VILLOSUS
789,PAREUCHAETA_NORVEGICA,MALLOTUS_VILLOSUS
790,PAREUCHAETA_SPP,MALLOTUS_VILLOSUS
791,PSEUDOCALANUS_SPP,MALLOTUS_VILLOSUS
792,THEMISTO_ABYSSORUM,MALLOTUS_VILLOSUS
793,THEMISTO_LIBELLULA,MALLOTUS_VILLOSUS
794,THYSANOESSA_INERMIS,MALLOTUS_VILLOSUS
795,THYSANOESSA_RASCHII,MALLOTUS_VILLOSUS
796,ACARTIA_SPP,MAUROLICUS_MUELLERI
797,FISH_EGG_AND_LARVAE,MAUROLICUS_MUELLERI
798,METRIDIA_LUCENS,MAUROLICUS_MUELLERI
799,NEMATOSCELIS_MEGALOPS,MAUROLICUS_MUELLERI
800,ONCAEA_BOREALIS,MAUROLICUS_MUELLERI
801,OSTRACODA_INDET,MAUROLICUS_MUELLERI
802,ACARTIA_SPP,MEGANYCTIPHANES_NORVEGICA
803,CALANUS_FINMARCHICUS,MEGANYCTIPHANES_NORVEGICA
804,CALANUS_GLACIALIS,MEGANYCTIPHANES_NORVEGICA
805,CALANUS_HYPERBOREUS,MEGANYCTIPHANES_NORVEGICA
806,DETRITUS,MEGANYCTIPHANES_NORVEGICA
807,DIATOM,MEGANYCTIPHANES_NORVEGICA
808,METRIDIA_LONGA,MEGANYCTIPHANES_NORVEGICA
809,MICROCALANUS_SPP,MEGANYCTIPHANES_NORVEGICA
810,MIXOTROPHS,MEGANYCTIPHANES_NORVEGICA
811,OITHONA_SIMILIS,MEGANYCTIPHANES_NORVEGICA
812,PSEUDOCALANUS_SPP,MEGANYCTIPHANES_NORVEGICA
813,AMMODYTES_SPP,MEGAPTERA_NOVAEANGLIAE
814,BOREOGADUS_SAIDA,MEGAPTERA_NOVAEANGLIAE
815,CALANUS_FINMARCHICUS,MEGAPTERA_NOVAEANGLIAE
816,CALANUS_GLACIALIS,MEGAPTERA_NOVAEANGLIAE
817,CALANUS_HYPERBOREUS,MEGAPTERA_NOVAEANGLIAE
818,CLUPEA_HARENGUS,MEGAPTERA_NOVAEANGLIAE
819,FISH_EGG_AND_LARVAE,MEGAPTERA_NOVAEANGLIAE
820,GADUS_MORHUA,MEGAPTERA_NOVAEANGLIAE
821,GLYPTOCEPHALUS_CYNOGLOSSUS,MEGAPTERA_NOVAEANGLIAE
822,MALLOTUS_VILLOSUS,MEGAPTERA_NOVAEANGLIAE
823,MEGANYCTIPHANES_NORVEGICA,MEGAPTERA_NOVAEANGLIAE
824,MELANOGRAMMUS_AEGLEFINUS,MEGAPTERA_NOVAEANGLIAE
825,MICROMESISTIUS_POUTASSOU,MEGAPTERA_NOVAEANGLIAE
826,POLLACHIUS_VIRENS,MEGAPTERA_NOVAEANGLIAE
827,REINHARDTIUS_HIPPOGLOSSOIDES,MEGAPTERA_NOVAEANGLIAE
828,SCOMBER_SCOMBRUS,MEGAPTERA_NOVAEANGLIAE
829,SEBASTES_MARINUS,MEGAPTERA_NOVAEANGLIAE
830,SEBASTES_MENTELLA,MEGAPTERA_NOVAEANGLIAE
831,SEBASTES_SP,MEGAPTERA_NOVAEANGLIAE
832,THEMISTO_ABYSSORUM,MEGAPTERA_NOVAEANGLIAE
833,THEMISTO_LIBELLULA,MEGAPTERA_NOVAEANGLIAE
834,THYSANOESSA_INERMIS,MEGAPTERA_NOVAEANGLIAE
835,THYSANOESSA_LONGICAUDATA,MEGAPTERA_NOVAEANGLIAE
836,THYSANOESSA_RASCHII,MEGAPTERA_NOVAEANGLIAE
837,ACTINIARIA_G_SP,MELANOGRAMMUS_AEGLEFINUS
838,AMMODYTES_SPP,MELANOGRAMMUS_AEGLEFINUS
839,APHERUSA_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
840,APHRODITA_ACULEATA,MELANOGRAMMUS_AEGLEFINUS
841,ARRHIS_PHYLLONYX,MELANOGRAMMUS_AEGLEFINUS
842,ARTEDIELLUS_ATLANTICUS,MELANOGRAMMUS_AEGLEFINUS
843,ASTERIAS_RUBENS,MELANOGRAMMUS_AEGLEFINUS
844,BALANUS_SP,MELANOGRAMMUS_AEGLEFINUS
845,BATHYARCA_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
846,BENTHOSEMA_GLACIALE,MELANOGRAMMUS_AEGLEFINUS
847,BEROE_CUCUMIS,MELANOGRAMMUS_AEGLEFINUS
848,BOLINOPSIS_INFUNDIBULUM,MELANOGRAMMUS_AEGLEFINUS
849,BOREOGADUS_SAIDA,MELANOGRAMMUS_AEGLEFINUS
850,BUCCINIDAE_SP,MELANOGRAMMUS_AEGLEFINUS
851,CALANUS_FINMARCHICUS,MELANOGRAMMUS_AEGLEFINUS
852,CALANUS_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
853,CALANUS_HYPERBOREUS,MELANOGRAMMUS_AEGLEFINUS
854,CHAETOZONE_SP,MELANOGRAMMUS_AEGLEFINUS
855,CLUPEA_HARENGUS,MELANOGRAMMUS_AEGLEFINUS
856,COLUS_SABINI,MELANOGRAMMUS_AEGLEFINUS
